dataset,alpha,lr_lc,gnn_lr,batch_size,gnn_aggr,ROC_test,AP_test,epoch_needed,epochs,patience,gnn_num_input,gnn_num_output
SMG,1.0,1e-06,0.001,256,min,0.9484679988761304,0.9505589188576004,284,1000,30,32,32
SMG,1.0,1e-05,0.001,256,min,0.9451915004437561,0.9468914153969508,161,1000,30,32,32
SMG,1.0,1e-06,0.0001,256,min,0.9470909252474576,0.9502522735517345,647,1000,30,32,32
SMG,1.0,1e-05,0.0001,256,min,0.9309776650448529,0.9363242685031068,619,1000,30,32,32
SMG,1.0,1e-06,0.001,128,min,0.9538745830529055,0.9582886652425505,223,1000,30,32,32
SMG,1.0,1e-05,0.001,128,min,0.9487105481648372,0.9548095743405346,194,1000,30,32,32
ADV,1.0,1e-06,0.0001,64,max,0.9496913453533788,0.9547589837021714,121,1000,30,32,32
SMG,1.0,1e-06,0.0001,128,min,0.9461262150974601,0.9484332535023324,571,1000,30,32,32
SMG,1.0,1e-05,0.0001,128,min,0.9319636373382607,0.9389153176701076,310,1000,30,32,32
SMG,1.0,1e-06,0.001,64,min,0.9420625824281683,0.9509380055761122,124,1000,30,32,32
SMG,1.0,1e-05,0.001,64,min,0.9421081475736076,0.948844205259875,73,1000,30,32,32
SMG,1.0,1e-06,0.0001,64,min,0.9346749831835137,0.9402738677361313,662,1000,30,32,32
ADV,1.0,1e-05,0.0001,64,max,0.9477341446990881,0.9530675692995143,151,1000,30,32,32
SMG,1.0,1e-05,0.0001,64,min,0.9395174166943829,0.9410716245463177,220,1000,30,32,32
SMG,0.5,1e-06,0.001,256,mean,0.8326709012981407,0.8366025908004998,457,1000,30,32,32
ADV,0.5,1e-06,0.001,256,min,0.9495424248901293,0.9546588820909012,57,1000,30,32,32
SMG,1.0,1e-06,0.001,256,mean,0.8433067198935462,0.8309266474908452,504,1000,30,32,32
SMG,1.5,1e-06,0.001,256,mean,0.8314736450082503,0.8170715045892967,515,1000,30,32,32
ADV,1.0,1e-06,0.001,256,min,0.9450006685912797,0.9510499983077827,86,1000,30,32,32
SMG,0.5,1e-06,0.001,128,mean,0.8448304549670325,0.8386084331013777,366,1000,30,32,32
ADV,1.5,1e-06,0.001,256,min,0.9500052099491082,0.9559635559667001,92,1000,30,32,32
SMG,1.0,1e-06,0.001,128,mean,0.896521325568418,0.8605767186812192,663,1000,30,32,32
SMG,1.5,1e-06,0.001,128,mean,0.8016363006668871,0.772453068753133,269,1000,30,32,32
ADV,0.5,1e-06,0.001,128,min,0.9484287345662795,0.9525181595830203,63,1000,30,32,32
SMG,0.5,1e-06,0.001,64,mean,0.8521587727066031,0.8184811800934895,460,1000,30,32,32
ADV,1.0,1e-06,0.001,128,min,0.9465233188020269,0.9501284108619985,64,1000,30,32,32
ADV,1.5,1e-06,0.001,128,min,0.9487129300807753,0.9530885682372566,53,1000,30,32,32
SMG,1.0,1e-06,0.001,64,mean,0.9127142477865178,0.8926634269374857,550,1000,30,32,32
SMG,1.5,1e-06,0.001,64,mean,0.7812384589558503,0.7736142765454758,194,1000,30,32,32
SMG,1.0,1e-06,0.001,256,mean,0.8036420959517759,0.7954570819973373,316,1000,30,32,32
ADV,0.5,1e-06,0.001,64,min,0.9420255828141088,0.9464388519157259,53,1000,30,32,32
SMG,1.0,1e-05,0.001,256,mean,0.8036208005752834,0.808533949150651,294,1000,30,32,32
SMG,1.0,1e-06,0.0001,256,mean,0.7943864462903713,0.7973295662711255,699,1000,30,32,32
ADV,1.0,1e-06,0.001,64,min,0.9455551105323777,0.9507764812386093,42,1000,30,32,32
SMG,1.0,1e-05,0.0001,256,mean,0.7766723886808157,0.7715418638867697,501,1000,30,32,32
SMG,1.0,1e-06,0.001,128,mean,0.8147269536390354,0.8015834600308163,304,1000,30,32,32
SMG,1.0,1e-05,0.001,128,mean,0.818827870423615,0.7898611215623669,240,1000,30,32,32
ADV,1.5,1e-06,0.001,64,min,0.9391374179255204,0.9410538428334686,45,1000,30,32,32
ADV,1.0,1e-06,0.001,256,min,0.9531685223723453,0.955757512183881,68,1000,30,32,32
SMG,1.0,1e-06,0.0001,128,mean,0.8034632790908592,0.7992986150820227,693,1000,30,32,32
ADV,1.0,1e-05,0.001,256,min,0.9501125761114693,0.9540381728846001,56,1000,30,32,32
SMG,1.0,1e-05,0.0001,128,mean,0.7759174927184127,0.7755371949506523,410,1000,30,32,32
SMG,1.0,1e-06,0.001,64,mean,0.8747029972752044,0.8540809072879179,321,1000,30,32,32
SMG,1.0,1e-05,0.001,64,mean,0.7848508829515853,0.7575125931863489,107,1000,30,32,32
SMG,1.0,1e-06,0.0001,64,mean,0.7851526590409454,0.7883466611786889,325,1000,30,32,32
SMG,1.0,1e-05,0.0001,64,mean,0.7496398220687823,0.7633442299453415,206,1000,30,32,32
UAL,0.5,1e-06,0.001,256,max,0.9717048654348825,0.9721640055782774,337,1000,30,32,32
UAL,1.0,1e-06,0.001,256,max,0.9814791526939414,0.9830866692059551,418,1000,30,32,32
UAL,1.5,1e-06,0.001,256,max,0.9659730819920924,0.9652782108445044,456,1000,30,32,32
UAL,0.5,1e-06,0.001,128,max,0.9668127343408552,0.9653576720666815,222,1000,30,32,32
ADV,1.0,1e-06,0.0001,256,min,0.954093223319925,0.9578411326528147,299,1000,30,32,32
UAL,1.0,1e-06,0.001,128,max,0.9653188815245297,0.9649500107917547,404,1000,30,32,32
UAL,1.5,1e-06,0.001,128,max,0.9654031815047278,0.9667789226480608,433,1000,30,32,32
UAL,0.5,1e-06,0.001,64,max,0.9669334271392138,0.9666038259329626,215,1000,30,32,32
UAL,1.0,1e-06,0.001,64,max,0.9565037370477324,0.9553242424611719,217,1000,30,32,32
UAL,1.5,1e-06,0.001,64,max,0.9572503233712302,0.9613119576157323,215,1000,30,32,32
UAL,1.0,1e-06,0.001,256,max,0.9749192869332637,0.9750086827003107,398,1000,30,32,32
UAL,1.0,1e-05,0.001,256,max,0.9793311318252088,0.9813653717385096,371,1000,30,32,32
UAL,1.0,1e-06,0.0001,256,max,0.9726243070634528,0.9716959193170969,999,1000,30,32,32
UAL,1.0,1e-05,0.0001,256,max,0.9587522692361402,0.9624081269523217,677,1000,30,32,32
UAL,1.0,1e-06,0.001,128,max,0.9634096963039472,0.9627850058670252,256,1000,30,32,32
UAL,1.0,1e-05,0.001,128,max,0.9526434619351871,0.9529648482239329,281,1000,30,32,32
ADV,1.0,1e-05,0.0001,256,min,0.9516728282641472,0.9540926537216432,253,1000,30,32,32
UAL,1.0,1e-06,0.0001,128,max,0.9574269280694687,0.9637752306697022,843,1000,30,32,32
UAL,1.0,1e-05,0.0001,128,max,0.9379262173565972,0.9369356271530329,610,1000,30,32,32
UAL,1.0,1e-06,0.001,64,max,0.9613028682547401,0.9596099439566237,207,1000,30,32,32
UAL,1.0,1e-05,0.001,64,max,0.9552602983305343,0.9538630725994385,205,1000,30,32,32
ADV,1.0,1e-06,0.001,128,min,0.9493672297891137,0.9534955171499224,64,1000,30,32,32
UAL,1.0,1e-06,0.0001,64,max,0.9545662429985202,0.9534467952582979,565,1000,30,32,32
UAL,1.0,1e-05,0.0001,64,max,0.9549321576054894,0.954326005013024,450,1000,30,32,32
ADV,1.0,1e-05,0.001,128,min,0.9456513324322445,0.9500449779935456,76,1000,30,32,32
UAL,0.5,1e-06,0.001,256,min,0.9738826153765144,0.9740721365836577,406,1000,30,32,32
UAL,1.0,1e-06,0.001,256,min,0.9710923810580017,0.97500848545541,333,1000,30,32,32
UAL,1.5,1e-06,0.001,256,min,0.97709516238928,0.9731275133242986,460,1000,30,32,32
UAL,0.5,1e-06,0.001,128,min,0.9705567083852725,0.9748467720142024,241,1000,30,32,32
UAL,1.0,1e-06,0.001,128,min,0.9682586719745937,0.9701119637983773,252,1000,30,32,32
UAL,1.5,1e-06,0.001,128,min,0.970998472250786,0.9674999632868294,296,1000,30,32,32
UAL,0.5,1e-06,0.001,64,min,0.9676309138504646,0.9679815652533177,189,1000,30,32,32
UAL,1.0,1e-06,0.001,64,min,0.9642479549923495,0.9658584013171051,162,1000,30,32,32
UAL,1.5,1e-06,0.001,64,min,0.9680090358832676,0.9699821333140969,213,1000,30,32,32
UAL,1.0,1e-06,0.001,256,min,0.9758847324849481,0.977913191287775,379,1000,30,32,32
UAL,1.0,1e-05,0.001,256,min,0.9705431508063086,0.9687162990590249,260,1000,30,32,32
UAL,1.0,1e-06,0.0001,256,min,0.9632823001016293,0.9697939778461644,999,1000,30,32,32
UAL,1.0,1e-05,0.0001,256,min,0.9764552742560368,0.9780658166007021,711,1000,30,32,32
UAL,1.0,1e-06,0.001,128,min,0.9676398657574351,0.971480788209034,408,1000,30,32,32
UAL,1.0,1e-05,0.001,128,min,0.9668745852687458,0.9652154207109057,221,1000,30,32,32
ADV,1.0,1e-06,0.0001,128,min,0.9530051585503367,0.9555429464192361,210,1000,30,32,32
UAL,1.0,1e-06,0.0001,128,min,0.9679186456199168,0.9665580808524011,975,1000,30,32,32
UAL,1.0,1e-05,0.0001,128,min,0.9682574165003378,0.9631613174930076,487,1000,30,32,32
UAL,1.0,1e-06,0.001,64,min,0.9657771717958707,0.9679689090280298,202,1000,30,32,32
UAL,1.0,1e-05,0.001,64,min,0.9649364973262033,0.9672633807254319,198,1000,30,32,32
UAL,1.0,1e-06,0.0001,64,min,0.9685518700766477,0.9688482568905488,858,1000,30,32,32
ADV,1.0,1e-05,0.0001,128,min,0.9488407147927486,0.9520632556078911,130,1000,30,32,32
UAL,1.0,1e-05,0.0001,64,min,0.9529485955822197,0.9545739597506253,434,1000,30,32,32
UAL,0.5,1e-06,0.001,256,mean,0.9072528735632185,0.8963465361754381,466,1000,30,32,32
UAL,1.0,1e-06,0.001,256,mean,0.910487898578563,0.9035745424439631,568,1000,30,32,32
UAL,1.5,1e-06,0.001,256,mean,0.900647650544302,0.9090491433613707,469,1000,30,32,32
UAL,0.5,1e-06,0.001,128,mean,0.9134887934309341,0.9060488827033033,309,1000,30,32,32
ADV,1.0,1e-06,0.001,64,min,0.9336893193036928,0.9401033960990941,49,1000,30,32,32
UAL,1.0,1e-06,0.001,128,mean,0.8887159824384088,0.8957812642139964,409,1000,30,32,32
UAL,1.5,1e-06,0.001,128,mean,0.8993873370577281,0.8817379130354215,440,1000,30,32,32
UAL,0.5,1e-06,0.001,64,mean,0.8828602766941568,0.8444092118589092,217,1000,30,32,32
UAL,1.0,1e-06,0.001,64,mean,0.8881217177946922,0.8864176819072365,198,1000,30,32,32
UAL,1.5,1e-06,0.001,64,mean,0.9023850043161918,0.9053181073094937,171,1000,30,32,32
ADV,1.0,1e-05,0.001,64,min,0.9380308219697291,0.939834412191469,44,1000,30,32,32
UAL,1.0,1e-06,0.001,256,mean,0.9014896282890158,0.8751934490555116,749,1000,30,32,32
UAL,1.0,1e-05,0.001,256,mean,0.9269338956016742,0.917063848962903,605,1000,30,32,32
UAL,1.0,1e-06,0.0001,256,mean,0.9071374797249395,0.9095725053154391,999,1000,30,32,32
ADV,1.0,1e-06,0.0001,64,min,0.9468411681780596,0.9506531196466501,136,1000,30,32,32
CEG,0.5,1e-06,0.001,256,max,0.9596114409530402,0.9651142247683582,237,1000,30,32,32
CEG,1.0,1e-06,0.001,256,max,0.9523161635924031,0.9523869632885605,296,1000,30,32,32
UAL,1.0,1e-05,0.0001,256,mean,0.9056466113103897,0.9062157906350823,999,1000,30,32,32
CEG,0.5,1e-06,0.001,256,max,0.9529814537118431,0.9548093743548507,216,1000,30,32,32
CEG,1.0,1e-06,0.001,256,max,0.9591033906913085,0.9600599356251931,292,1000,30,32,32
UAL,1.0,1e-06,0.001,128,mean,0.9129907657749794,0.8933273954858139,335,1000,30,32,32
CEG,1.5,1e-06,0.001,256,max,0.9567403824791072,0.9558220094853902,266,1000,30,32,32
UAL,1.0,1e-05,0.001,128,mean,0.8890779123771119,0.8864470789041871,250,1000,30,32,32
CEG,0.5,1e-06,0.001,128,max,0.9353505154639176,0.9415764200200692,177,1000,30,32,32
CEG,1.0,1e-06,0.001,128,max,0.9381350820483474,0.9420344655512779,280,1000,30,32,32
CEG,1.5,1e-06,0.001,128,max,0.945930477116476,0.9524476450058321,257,1000,30,32,32
CEG,0.5,1e-06,0.001,64,max,0.9258545266943241,0.9233159270255785,121,1000,30,32,32
UAL,1.0,1e-06,0.0001,128,mean,0.9123823262174846,0.9214920878796414,823,1000,30,32,32
CEG,1.0,1e-06,0.001,64,max,0.9244707871949703,0.923411972042347,111,1000,30,32,32
CEG,1.5,1e-06,0.001,64,max,0.9340618957271278,0.9351021663060032,133,1000,30,32,32
CEG,1.0,1e-06,0.001,256,max,0.9432843860809963,0.9415655308109051,336,1000,30,32,32
UAL,1.0,1e-05,0.0001,128,mean,0.8970455751145406,0.8925102428180275,615,1000,30,32,32
CEG,1.0,1e-05,0.001,256,max,0.9362694279698475,0.934765415562796,289,1000,30,32,32
LDG,0.5,1e-06,0.001,256,max,0.9416417892270249,0.9474249573872067,169,1000,30,32,32
UAL,1.0,1e-06,0.001,64,mean,0.8675491832131729,0.8532475375678112,211,1000,30,32,32
CEG,1.0,1e-06,0.0001,256,max,0.9510225297236856,0.9509304637981467,999,1000,30,32,32
UAL,1.0,1e-05,0.001,64,mean,0.8902815749427302,0.8746101367559409,230,1000,30,32,32
CEG,1.0,1e-05,0.0001,256,max,0.9474240962066662,0.9489205801507805,910,1000,30,32,32
CEG,1.0,1e-06,0.001,128,max,0.9364897494655573,0.9393127276117277,246,1000,30,32,32
CEG,1.0,1e-05,0.001,128,max,0.9470339748639487,0.9503559707631336,216,1000,30,32,32
UAL,1.0,1e-06,0.0001,64,mean,0.8980933691652326,0.8968631887080774,651,1000,30,32,32
CEG,1.0,1e-06,0.0001,128,max,0.9439823169310204,0.9465797401983469,848,1000,30,32,32
ADV,1.0,1e-05,0.0001,64,min,0.9466103973088843,0.9506053809293749,138,1000,30,32,32
UAL,1.0,1e-05,0.0001,64,mean,0.85449357815752,0.8497435178205706,433,1000,30,32,32
LDG,1.0,1e-06,0.001,256,max,0.9423359422148591,0.9463820994782186,210,1000,30,32,32
CEG,1.0,1e-05,0.0001,128,max,0.9398853390055075,0.9448261762836333,851,1000,30,32,32
CEG,1.0,1e-06,0.001,64,max,0.9323342373221842,0.931505603914211,150,1000,30,32,32
CEG,1.0,1e-05,0.001,64,max,0.9213303144224196,0.9158038172483347,105,1000,30,32,32
CEG,1.0,1e-06,0.0001,64,max,0.9316565841359644,0.9330383260557156,724,1000,30,32,32
LDG,1.5,1e-06,0.001,256,max,0.9404874655683638,0.9455282647239965,172,1000,30,32,32
CEG,1.0,1e-05,0.0001,64,max,0.9230679448001551,0.9169536969506829,447,1000,30,32,32
CEG,0.5,1e-06,0.001,256,min,0.9597248110179144,0.9616343239893237,198,1000,30,32,32
CEG,1.0,1e-06,0.001,256,min,0.9616467128754463,0.9637827523807028,305,1000,30,32,32
CEG,1.5,1e-06,0.001,256,min,0.9513460323115619,0.9578397535156253,320,1000,30,32,32
CEG,0.5,1e-06,0.001,128,min,0.9458595098684797,0.9435678340426638,189,1000,30,32,32
INF,0.5,1e-06,0.001,256,max,0.9714531794471398,0.9714263052648053,112,1000,30,32,32
CEG,1.0,1e-06,0.001,128,min,0.943405212792968,0.9496893569331091,156,1000,30,32,32
INF,1.0,1e-06,0.001,256,max,0.9690835536623581,0.9665315339340945,116,1000,30,32,32
INF,1.5,1e-06,0.001,256,max,0.965699145032114,0.9669054587237285,142,1000,30,32,32
INF,0.5,1e-06,0.001,128,max,0.9635600482739037,0.9652441674641635,62,1000,30,32,32
CEG,1.5,1e-06,0.001,128,min,0.9476375490111322,0.9467744261043598,270,1000,30,32,32
INF,1.0,1e-06,0.001,128,max,0.9576267195504186,0.9594790575363034,90,1000,30,32,32
CEG,0.5,1e-06,0.001,64,min,0.929421941464034,0.9307160858122091,99,1000,30,32,32
INF,1.5,1e-06,0.001,128,max,0.9562652430242161,0.9607523218307448,98,1000,30,32,32
INF,0.5,1e-06,0.001,64,max,0.9510602653218845,0.9520054091557829,54,1000,30,32,32
CEG,1.0,1e-06,0.001,64,min,0.9166026464522176,0.9215918687286241,142,1000,30,32,32
INF,1.0,1e-06,0.001,64,max,0.9470461135180721,0.947570040243292,74,1000,30,32,32
INF,1.5,1e-06,0.001,64,max,0.9399550917976489,0.9370360418257532,75,1000,30,32,32
CEG,1.5,1e-06,0.001,64,min,0.9336663036000917,0.9297359911424475,174,1000,30,32,32
INF,1.0,1e-06,0.001,256,max,0.9702599948048269,0.9724439405000893,107,1000,30,32,32
INF,1.0,1e-05,0.001,256,max,0.9609601492324509,0.966674152454114,88,1000,30,32,32
LDG,0.5,1e-06,0.001,128,max,0.9390793539628852,0.9433163482772714,117,1000,30,32,32
CEG,1.0,1e-06,0.001,256,min,0.9549648260244366,0.9578090681110016,277,1000,30,32,32
CEG,1.0,1e-05,0.001,256,min,0.9442621557293438,0.9451108544461956,245,1000,30,32,32
INF,1.0,1e-06,0.0001,256,max,0.9662284143269283,0.9684685281962829,352,1000,30,32,32
INF,1.0,1e-05,0.0001,256,max,0.9624613407947994,0.9623662681545135,296,1000,30,32,32
INF,1.0,1e-06,0.001,128,max,0.9557457690103232,0.9546316654801296,82,1000,30,32,32
INF,1.0,1e-05,0.001,128,max,0.9604439158174615,0.959313233372569,95,1000,30,32,32
CEG,1.0,1e-06,0.0001,256,min,0.9532816901408451,0.9573814255353601,999,1000,30,32,32
CEG,1.0,1e-05,0.0001,256,min,0.6123705717634801,0.6032547687724685,50,1000,30,32,32
INF,1.0,1e-06,0.0001,128,max,0.9695478636727881,0.9685036801813838,250,1000,30,32,32
CEG,1.0,1e-06,0.001,128,min,0.9360002900993245,0.9398154956420072,220,1000,30,32,32
ADV,0.5,1e-06,0.001,256,mean,0.9233429829354208,0.9178089531922671,395,1000,30,32,32
CEG,1.0,1e-05,0.001,128,min,0.9457746917424338,0.9483777847319397,182,1000,30,32,32
INF,1.0,1e-05,0.0001,128,max,0.9579128416602772,0.9569832242088544,206,1000,30,32,32
INF,1.0,1e-06,0.001,64,max,0.9441392432200664,0.9503184835441533,57,1000,30,32,32
INF,1.0,1e-05,0.001,64,max,0.8989824463638897,0.9202985302444734,52,1000,30,32,32
INF,1.0,1e-06,0.0001,64,max,0.943119770885651,0.9411316750113968,235,1000,30,32,32
CEG,1.0,1e-06,0.0001,128,min,0.9456485222365152,0.9471874215726817,908,1000,30,32,32
LDG,1.0,1e-06,0.001,128,max,0.9371937784710397,0.9433947445797076,99,1000,30,32,32
INF,1.0,1e-05,0.0001,64,max,0.9517277527214766,0.9542514269058029,99,1000,30,32,32
INF,0.5,1e-06,0.001,256,min,0.9684314176291573,0.9712138504548555,69,1000,30,32,32
INF,1.0,1e-06,0.001,256,min,0.9742627001700844,0.9748494757224605,112,1000,30,32,32
INF,1.5,1e-06,0.001,256,min,0.9712030975216871,0.9744252821722835,164,1000,30,32,32
INF,0.5,1e-06,0.001,128,min,0.9578444019945918,0.9570363458436217,71,1000,30,32,32
CEG,1.0,1e-05,0.0001,128,min,0.9385394386485661,0.9402115307496496,592,1000,30,32,32
INF,1.0,1e-06,0.001,128,min,0.959588688032137,0.9594020578471307,55,1000,30,32,32
INF,1.5,1e-06,0.001,128,min,0.9639049521746784,0.9648128337319257,163,1000,30,32,32
CEG,1.0,1e-06,0.001,64,min,0.9258876217451798,0.9315091402556583,128,1000,30,32,32
INF,0.5,1e-06,0.001,64,min,0.9046448756174624,0.9135792951170661,55,1000,30,32,32
CEG,1.0,1e-05,0.001,64,min,0.9306036049586985,0.9359240108220364,109,1000,30,32,32
INF,1.0,1e-06,0.001,64,min,0.9450034758428919,0.9463405854625615,55,1000,30,32,32
INF,1.5,1e-06,0.001,64,min,0.9504638543672326,0.9539905472058681,80,1000,30,32,32
INF,1.0,1e-06,0.001,256,min,0.9689366786140979,0.9711578145524171,173,1000,30,32,32
INF,1.0,1e-05,0.001,256,min,0.9674262489202624,0.9657774374783454,79,1000,30,32,32
INF,1.0,1e-06,0.0001,256,min,0.9706507783662334,0.9720695502222838,209,1000,30,32,32
INF,1.0,1e-05,0.0001,256,min,0.9706817759836129,0.9704263530349904,166,1000,30,32,32
CEG,1.0,1e-06,0.0001,64,min,0.937805290748533,0.9400365224320284,422,1000,30,32,32
INF,1.0,1e-06,0.001,128,min,0.9643822825429391,0.9646149455513139,76,1000,30,32,32
INF,1.0,1e-05,0.001,128,min,0.9510172143974961,0.9486404844332883,52,1000,30,32,32
INF,1.0,1e-06,0.0001,128,min,0.9609009758438649,0.9622140786516079,241,1000,30,32,32
ADV,1.0,1e-06,0.001,256,mean,0.9212110352489244,0.9164367848678434,217,1000,30,32,32
INF,1.0,1e-05,0.0001,128,min,0.9578589498364903,0.9621136084400459,140,1000,30,32,32
CEG,1.0,1e-05,0.0001,64,min,0.9383185466835657,0.9438367542813928,348,1000,30,32,32
INF,1.0,1e-06,0.001,64,min,0.9453452028202859,0.9431405474975465,73,1000,30,32,32
CEG,0.5,1e-06,0.001,256,mean,0.8368668352296671,0.8285268560127969,298,1000,30,32,32
INF,1.0,1e-05,0.001,64,min,0.9447430042746358,0.9477496612485257,56,1000,30,32,32
CEG,1.0,1e-06,0.001,256,mean,0.8031473359324237,0.762480125322311,402,1000,30,32,32
LDG,1.5,1e-06,0.001,128,max,0.9381364066307002,0.9420154877054154,138,1000,30,32,32
INF,1.0,1e-06,0.0001,64,min,0.9481243301178993,0.9512190422777611,196,1000,30,32,32
CEG,1.5,1e-06,0.001,256,mean,0.8781102486536799,0.8794935420916917,746,1000,30,32,32
INF,1.0,1e-05,0.0001,64,min,0.9524276482034214,0.9600277792020719,73,1000,30,32,32
CEG,0.5,1e-06,0.001,128,mean,0.8129730017006804,0.7822050379698104,203,1000,30,32,32
INF,0.5,1e-06,0.001,256,mean,0.9072494609011463,0.8838097101679092,229,1000,30,32,32
INF,1.0,1e-06,0.001,256,mean,0.9079602664161488,0.9008574339501508,281,1000,30,32,32
CEG,1.0,1e-06,0.001,128,mean,0.8366739137936984,0.8085230527203482,417,1000,30,32,32
INF,1.5,1e-06,0.001,256,mean,0.9141943641093462,0.8978903690060386,405,1000,30,32,32
CEG,1.5,1e-06,0.001,128,mean,0.8410001246150286,0.8337713167059783,301,1000,30,32,32
INF,0.5,1e-06,0.001,128,mean,0.9030540593040592,0.9042080446522859,226,1000,30,32,32
INF,1.0,1e-06,0.001,128,mean,0.8969956209422594,0.8906392318822915,172,1000,30,32,32
CEG,0.5,1e-06,0.001,64,mean,0.8764449884400924,0.8370951734260845,288,1000,30,32,32
INF,1.5,1e-06,0.001,128,mean,0.9234781920063967,0.9242727536703932,231,1000,30,32,32
INF,0.5,1e-06,0.001,64,mean,0.9044282077189061,0.8963024134247612,102,1000,30,32,32
CEG,1.0,1e-06,0.001,64,mean,0.8065177244268277,0.7591557392206734,212,1000,30,32,32
INF,1.0,1e-06,0.001,64,mean,0.900333714921572,0.8865942650858244,150,1000,30,32,32
INF,1.5,1e-06,0.001,64,mean,0.8836398698828527,0.8615931001424602,94,1000,30,32,32
CEG,1.5,1e-06,0.001,64,mean,0.833485651334011,0.8067089045721219,363,1000,30,32,32
INF,1.0,1e-06,0.001,256,mean,0.9323901703918984,0.9241851981397471,265,1000,30,32,32
CEG,1.0,1e-06,0.001,256,mean,0.8332137187099018,0.8102775982558585,133,1000,30,32,32
INF,1.0,1e-05,0.001,256,mean,0.9275638815461824,0.9170205823870682,196,1000,30,32,32
LDG,0.5,1e-06,0.001,64,max,0.9350595472464385,0.9363798032485223,82,1000,30,32,32
CEG,1.0,1e-05,0.001,256,mean,0.8521004174255564,0.8089689675742128,645,1000,30,32,32
